mass No Yp H2/H He3/H Li7/H Li6/H Be7/H 
30.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.01 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
30.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.11 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
30.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
30.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.21 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
30.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
30.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.31 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
30.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
30.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.41 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
30.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
30.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.51 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
30.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
30.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.61 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
30.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
30.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.71 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
30.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
30.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.81 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
30.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
30.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
30.91 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
31.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.01 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
31.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.11 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
31.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.21 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
31.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.31 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
31.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.41 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
31.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.51 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
31.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.61 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
31.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.71 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
31.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.81 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
31.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
31.91 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
32.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
32.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
32.01 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
32.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
32.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
32.11 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
32.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.21 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
32.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.31 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
32.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.41 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
32.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.51 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
32.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.61 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
32.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.71 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
32.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.81 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
32.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
32.91 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
33.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.01 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
33.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.11 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
33.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.21 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
33.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.31 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
33.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.41 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
33.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.51 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
33.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.61 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
33.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.71 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
33.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.81 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
33.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
33.91 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
34.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.01 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
34.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.11 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.21 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.31 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.41 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.51 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.61 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.71 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.81 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
34.91 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.01 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.11 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.21 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.31 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.41 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.51 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.61 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.71 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.81 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
35.91 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.01 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.11 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.21 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.31 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.41 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.51 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.61 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.71 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.81 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
36.91 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
37.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
37.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
37.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
37.01 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
37.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
37.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
