mass No Yp H2/H He3/H Li7/H Li6/H Be7/H 
53.21 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.31 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.41 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.51 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.61 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.71 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.81 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
53.91 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.01 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.11 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.21 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.31 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.41 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.51 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.61 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.71 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.81 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
54.91 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.01 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.11 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.21 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.31 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.41 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.51 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.61 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.71 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.81 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
55.91 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.01 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.11 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.21 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.31 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.41 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.51 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.61 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.71 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.81 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
56.91 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.01 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.11 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.21 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.31 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.41 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.51 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.61 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.71 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.81 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
57.91 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.01 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.11 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.21 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.31 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.41 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.51 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.61 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.71 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.81 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
58.91 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.01 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.11 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.21 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.31 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.41 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.51 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.61 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.71 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.81 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
59.91 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.01 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.11 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.21 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
60.31 4 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.172e-10 
